,MSE,DataNumber
505,0.8349901916671962,677504th data
506,0.6214646292465154,678144th data
507,1.0328093856978349,678272th data
508,0.6607034632098143,678656th data
509,0.5251714353138093,678976th data
510,0.678528190515435,679168th data
511,0.4295432228300356,679232th data
512,0.33766395534633903,679424th data
513,0.680236009447357,679552th data
514,0.8580861787326888,679808th data
515,0.6532670549589406,679872th data
516,0.5516240455797308,681024th data
517,0.7052701972194209,683648th data
518,0.2939992199616564,684096th data
519,0.6337115645047255,684352th data
520,0.555821160379677,684544th data
521,1.0433094594999104,68480th data
522,0.3842156970691235,689408th data
523,0.6302972589971145,689664th data
524,0.5698215141491723,691584th data
525,0.31475041453803954,692032th data
526,0.7454838845964722,692288th data
527,0.5466793609151059,69760th data
528,0.37359523740729866,698816th data
529,0.7417173967034083,699328th data
530,0.6682234944825671,701504th data
531,0.6409079407855156,706304th data
532,0.645027288550311,712000th data
533,0.44869923110628407,712704th data
534,0.4466548094332303,712768th data
535,0.37298375216600754,713216th data
536,0.47948638594408544,713600th data
537,0.9423593313514722,718272th data
538,0.5786019809537146,720000th data
539,0.6083864612498084,720832th data
540,0.8615082264035188,721344th data
541,0.3238825779156365,722240th data
542,0.4310495444382903,722944th data
543,0.4114913889259961,724480th data
544,0.6563908130187923,725376th data
545,0.49017479845845124,726464th data
546,0.5162953815673887,729088th data
547,0.6631323606425532,729536th data
548,0.3834449097659567,730368th data
549,0.2652700034335729,73152th data
550,0.6759729861647839,732416th data
551,0.31523221503743515,732928th data
552,0.5129450675701746,733056th data
553,0.5228075275726349,733568th data
554,0.39134103059963365,733824th data
555,0.33346313892457147,733888th data
556,0.6216216265572765,734016th data
557,0.4461991820577161,736576th data
558,0.5185034401513646,737088th data
559,0.3432060458246191,737600th data
560,0.45468197717991843,738112th data
561,0.4684415837727008,739072th data
562,0.5061422153191519,740544th data
563,0.47298913347620797,740928th data
564,0.2611841507503101,742656th data
565,0.3540563589930615,743168th data
566,0.5253665207781575,744704th data
567,0.44114903148217316,745088th data
568,0.5921647565171106,74624th data
569,0.5061864658342254,747072th data
570,0.43516219269812023,74880th data
571,0.4045702567121501,750336th data
572,0.5100808914387445,750912th data
573,0.3618917301310651,751168th data
574,0.7279246408727182,75200th data
575,0.7144860339173786,754496th data
576,0.35669192543874356,756608th data
577,0.6932228551247057,758144th data
578,0.43498710184979755,758208th data
579,0.3908254835883094,765632th data
580,0.5108194006622657,765760th data
581,1.0582274487292145,766272th data
582,0.5601793372670762,768320th data
583,0.3498484691455275,774336th data
584,0.3450953726121542,774400th data
585,0.9068393266313848,775552th data
586,0.5385209431315463,776384th data
587,0.37310671910268095,781440th data
588,0.6897290482982863,789504th data
589,0.6429447806297408,79168th data
590,0.6772913125444417,79232th data
591,0.42359664221989135,79808th data
592,0.6660509280214342,800896th data
593,0.39735623735318115,802624th data
594,0.6656896699306467,803520th data
595,0.7206598198847547,809472th data
596,0.7008483776032302,810048th data
597,0.6245250724734399,810304th data
598,0.37581530134818664,812352th data
599,0.7281304988482367,812992th data
600,0.5964306339506074,813376th data
601,0.6893243206124327,814144th data
602,0.780283871238737,814336th data
603,0.5881125536608336,814592th data
604,0.5754631595018416,814784th data
